fir_id,crime_type,district,police_station,fir_date,crime_time,status,criminal_id,victim_id,investigating_officer
FIR002352,Robbery,Dharwad,Dharwad East,2023-07-19,19:05:26,Closed,CR01385,VI00004,Inspector Dharwad East
FIR002353,Assault,Vijayanagara,Vijayanagara Town,2026-05-03,09:46:11,Under Investigation,CR01127,VI00721,Inspector Vijayanagara Town
FIR002354,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2023-04-25,02:33:49,Under Investigation,CR00422,VI04624,Inspector Bengaluru Rural Town
FIR002355,Vandalism,Dakshina Kannada,Kankanady,2022-03-25,18:21:58,Under Investigation,CR01976,VI02162,Inspector Kankanady
FIR002356,Domestic Violence,Chamarajanagar,Chamarajanagar Rural,2024-07-11,08:03:24,Under Investigation,CR00834,VI02651,Inspector Chamarajanagar Rural
FIR002357,Cyber Crime,Vijayapura,Vijayapura East,2026-02-25,07:53:51,Under Investigation,CR01150,VI00523,Inspector Vijayapura East
FIR002358,Vandalism,Chitradurga,Chitradurga East,2024-03-05,13:19:54,Open,CR02432,VI04482,Inspector Chitradurga East
FIR002359,Theft,Raichur,Raichur Rural,2023-11-07,03:17:10,Escalated,CR00059,VI03396,Inspector Raichur Rural
FIR002360,Assault,Davanagere,Davanagere Town,2023-09-09,04:28:06,Closed,CR02070,VI00538,Inspector Davanagere Town
FIR002361,Cyber Crime,Kalaburagi,Kalaburagi East,2025-04-29,15:24:04,Open,CR00014,VI01938,Inspector Kalaburagi East
FIR002362,Narcotics,Gadag,Gadag Rural,2025-03-07,04:56:50,Under Investigation,CR02010,VI01233,Inspector Gadag Rural
FIR002363,Traffic Violation,Gadag,Gadag Town,2026-01-20,10:32:02,Escalated,CR00621,VI03455,Inspector Gadag Town
FIR002364,Assault,Chamarajanagar,Chamarajanagar Town,2023-01-02,02:38:01,Escalated,CR01896,VI00446,Inspector Chamarajanagar Town
FIR002365,Fraud,Kodagu,Kodagu East,2022-08-16,12:18:26,Closed,CR02556,VI04128,Inspector Kodagu East
FIR002366,Narcotics,Ramanagara,Ramanagara East,2024-10-24,18:52:50,Under Investigation,CR01441,VI00956,Inspector Ramanagara East
FIR002367,Domestic Violence,Bidar,Bidar East,2022-05-09,14:57:28,Under Investigation,CR01689,VI02484,Inspector Bidar East
FIR002368,Burglary,Chitradurga,Chitradurga East,2024-09-21,07:44:10,Escalated,CR02009,VI02813,Inspector Chitradurga East
FIR002369,Theft,Kolar,Kolar East,2025-09-06,19:41:18,Under Investigation,CR01592,VI01719,Inspector Kolar East
FIR002370,Domestic Violence,Raichur,Raichur East,2025-12-24,11:46:00,Closed,CR01073,VI00366,Inspector Raichur East
FIR002371,Robbery,Vijayanagara,Vijayanagara Rural,2025-04-07,14:04:28,Under Investigation,CR02336,VI01406,Inspector Vijayanagara Rural
FIR002372,Robbery,Uttara Kannada,Uttara Kannada Rural,2022-11-29,12:08:22,Under Investigation,CR00177,VI04766,Inspector Uttara Kannada Rural
FIR002373,Fraud,Chitradurga,Chitradurga Town,2022-09-15,06:58:13,Under Investigation,CR00233,VI00341,Inspector Chitradurga Town
FIR002374,Robbery,Hassan,Hassan Town,2025-03-18,15:55:35,Pending,CR01609,VI00160,Inspector Hassan Town
FIR002375,Robbery,Gadag,Gadag Rural,2026-04-06,02:32:39,Pending,CR02626,VI01691,Inspector Gadag Rural
FIR002376,Assault,Dharwad,Dharwad Rural,2025-11-21,02:57:29,Under Investigation,CR02063,VI03533,Inspector Dharwad Rural
FIR002377,Fraud,Vijayanagara,Vijayanagara East,2024-06-04,14:45:32,Open,CR02079,VI04240,Inspector Vijayanagara East
FIR002378,Vandalism,Hassan,Hassan Town,2024-01-11,05:19:08,Under Investigation,CR01609,VI00090,Inspector Hassan Town
FIR002379,Cyber Crime,Davanagere,Davanagere Rural,2025-12-19,04:20:48,Escalated,CR01888,VI03097,Inspector Davanagere Rural
FIR002380,Cyber Crime,Yadgir,Yadgir East,2023-11-30,07:05:17,Closed,CR02527,VI01828,Inspector Yadgir East
FIR002381,Fraud,Tumakuru,Tumakuru Town,2021-08-05,02:00:35,Closed,CR00467,VI02324,Inspector Tumakuru Town
FIR002382,Fraud,Vijayanagara,Vijayanagara Town,2025-06-28,13:40:39,Open,CR02702,VI03600,Inspector Vijayanagara Town
FIR002383,Domestic Violence,Koppal,Koppal East,2025-04-18,16:25:12,Closed,CR01401,VI03788,Inspector Koppal East
FIR002384,Fraud,Hassan,Hassan East,2023-05-11,11:09:26,Closed,CR02382,VI00220,Inspector Hassan East
FIR002385,Theft,Udupi,Udupi East,2022-03-12,05:24:12,Closed,CR01134,VI01476,Inspector Udupi East
FIR002386,Traffic Violation,Chamarajanagar,Chamarajanagar East,2025-06-05,17:18:01,Closed,CR01405,VI04561,Inspector Chamarajanagar East
FIR002387,Domestic Violence,Vijayapura,Vijayapura Rural,2021-10-25,11:54:25,Closed,CR00388,VI04620,Inspector Vijayapura Rural
FIR002388,Vandalism,Mysuru,Lashkar,2023-01-31,00:55:01,Under Investigation,CR01266,VI04041,Inspector Lashkar
FIR002389,Traffic Violation,Raichur,Raichur Rural,2023-01-12,16:02:34,Under Investigation,CR01738,VI01991,Inspector Raichur Rural
FIR002390,Fraud,Chamarajanagar,Chamarajanagar Rural,2022-08-15,07:30:04,Closed,CR02971,VI04527,Inspector Chamarajanagar Rural
FIR002391,Narcotics,Chikkamagaluru,Chikkamagaluru East,2023-10-25,14:01:55,Under Investigation,CR02014,VI04722,Inspector Chikkamagaluru East
FIR002392,Vandalism,Vijayanagara,Vijayanagara Town,2023-11-22,23:23:33,Open,CR02541,VI00689,Inspector Vijayanagara Town
FIR002393,Traffic Violation,Mysuru,Devaraja,2026-06-08,22:24:42,Closed,CR01685,VI03389,Inspector Devaraja
FIR002394,Theft,Ballari,Ballari Town,2024-03-30,21:37:20,Escalated,CR00060,VI04028,Inspector Ballari Town
FIR002395,Cyber Crime,Dakshina Kannada,Barke,2025-05-09,18:23:43,Closed,CR01601,VI03375,Inspector Barke
FIR002396,Cyber Crime,Udupi,Udupi Rural,2023-10-10,17:23:59,Under Investigation,CR00585,VI02882,Inspector Udupi Rural
FIR002397,Assault,Hassan,Hassan Town,2026-02-26,08:42:57,Closed,CR02050,VI04305,Inspector Hassan Town
FIR002398,Theft,Vijayanagara,Vijayanagara Rural,2025-05-12,13:44:45,Pending,CR02033,VI04622,Inspector Vijayanagara Rural
FIR002399,Burglary,Mysuru,Vijayanagar,2025-02-17,20:01:42,Closed,CR01874,VI04390,Inspector Vijayanagar
FIR002400,Assault,Chikkaballapur,Chikkaballapur Town,2021-07-14,15:52:21,Pending,CR02607,VI04853,Inspector Chikkaballapur Town
FIR002401,Burglary,Kolar,Kolar Rural,2023-01-02,09:38:05,Open,CR00174,VI05000,Inspector Kolar Rural
FIR002402,Robbery,Ballari,Ballari Rural,2024-02-02,10:10:08,Pending,CR00600,VI03443,Inspector Ballari Rural
FIR002403,Assault,Tumakuru,Tumakuru Town,2025-04-21,01:17:45,Closed,CR02313,VI00336,Inspector Tumakuru Town
FIR002404,Narcotics,Bengaluru Urban,Indiranagar,2023-12-16,06:42:16,Pending,CR00781,VI00320,Inspector Indiranagar
FIR002405,Fraud,Vijayapura,Vijayapura East,2022-12-07,16:39:49,Escalated,CR01108,VI04620,Inspector Vijayapura East
FIR002406,Traffic Violation,Dharwad,Dharwad Town,2023-08-29,17:38:14,Under Investigation,CR02685,VI03012,Inspector Dharwad Town
FIR002407,Assault,Bengaluru Urban,Whitefield,2025-03-08,21:21:21,Closed,CR01282,VI04822,Inspector Whitefield
FIR002408,Narcotics,Mandya,Mandya East,2022-12-29,01:52:31,Under Investigation,CR02303,VI04832,Inspector Mandya East
FIR002409,Vandalism,Belagavi,Market,2021-07-31,01:12:49,Pending,CR01417,VI04975,Inspector Market
FIR002410,Burglary,Chikkaballapur,Chikkaballapur Town,2026-03-16,09:20:25,Open,CR02186,VI01532,Inspector Chikkaballapur Town
FIR002411,Theft,Mysuru,Lashkar,2026-04-16,20:36:25,Escalated,CR00589,VI04516,Inspector Lashkar
FIR002412,Theft,Dharwad,Dharwad Rural,2023-01-09,13:39:09,Pending,CR01385,VI03362,Inspector Dharwad Rural
FIR002413,Theft,Koppal,Koppal East,2025-10-20,09:07:25,Escalated,CR00898,VI04406,Inspector Koppal East
FIR002414,Narcotics,Chamarajanagar,Chamarajanagar Rural,2025-10-18,05:33:14,Under Investigation,CR00834,VI01449,Inspector Chamarajanagar Rural
FIR002415,Theft,Ballari,Ballari East,2022-12-26,10:27:38,Escalated,CR02311,VI03491,Inspector Ballari East
FIR002416,Vandalism,Kalaburagi,Kalaburagi Town,2022-08-18,23:11:19,Under Investigation,CR00322,VI04015,Inspector Kalaburagi Town
FIR002417,Theft,Belagavi,Market,2022-07-05,08:39:01,Escalated,CR00427,VI03762,Inspector Market
FIR002418,Burglary,Mandya,Mandya Rural,2023-11-10,12:05:06,Under Investigation,CR00851,VI00451,Inspector Mandya Rural
FIR002419,Fraud,Kolar,Kolar Rural,2024-06-20,10:56:04,Pending,CR02549,VI01218,Inspector Kolar Rural
FIR002420,Assault,Tumakuru,Tumakuru East,2026-05-03,02:27:15,Under Investigation,CR02189,VI00894,Inspector Tumakuru East
FIR002421,Burglary,Chikkamagaluru,Chikkamagaluru East,2021-12-14,05:41:51,Pending,CR01803,VI04119,Inspector Chikkamagaluru East
FIR002422,Burglary,Bidar,Bidar East,2026-06-22,06:07:55,Escalated,CR02983,VI02796,Inspector Bidar East
FIR002423,Theft,Chikkaballapur,Chikkaballapur East,2026-06-19,15:24:14,Under Investigation,CR00633,VI02245,Inspector Chikkaballapur East
FIR002424,Assault,Udupi,Udupi Town,2024-03-18,03:23:18,Open,CR02426,VI01812,Inspector Udupi Town
FIR002425,Burglary,Hassan,Hassan Rural,2021-08-30,00:59:16,Under Investigation,CR01691,VI01005,Inspector Hassan Rural
FIR002426,Traffic Violation,Udupi,Udupi East,2025-08-09,19:30:39,Escalated,CR01055,VI02050,Inspector Udupi East
FIR002427,Vandalism,Dharwad,Dharwad Rural,2022-09-09,03:29:53,Pending,CR00816,VI03293,Inspector Dharwad Rural
FIR002428,Traffic Violation,Tumakuru,Tumakuru Rural,2026-05-25,16:48:43,Escalated,CR02836,VI00205,Inspector Tumakuru Rural
FIR002429,Robbery,Belagavi,Tilakwadi,2025-12-31,11:13:40,Closed,CR02442,VI02582,Inspector Tilakwadi
FIR002430,Robbery,Chikkamagaluru,Chikkamagaluru East,2023-08-30,17:49:26,Under Investigation,CR02143,VI02557,Inspector Chikkamagaluru East
FIR002431,Theft,Chikkamagaluru,Chikkamagaluru East,2025-03-13,17:37:07,Under Investigation,CR02472,VI03361,Inspector Chikkamagaluru East
FIR002432,Burglary,Vijayapura,Vijayapura Rural,2023-01-17,16:30:07,Closed,CR00505,VI02745,Inspector Vijayapura Rural
FIR002433,Narcotics,Bengaluru Urban,Jayanagar,2021-12-12,18:19:38,Open,CR02991,VI00737,Inspector Jayanagar
FIR002434,Cyber Crime,Mandya,Mandya Town,2025-07-05,08:48:37,Open,CR01961,VI02319,Inspector Mandya Town
FIR002435,Robbery,Chamarajanagar,Chamarajanagar Town,2021-08-21,00:00:37,Pending,CR01425,VI01172,Inspector Chamarajanagar Town
FIR002436,Assault,Haveri,Haveri Town,2026-01-27,13:39:12,Pending,CR01751,VI03572,Inspector Haveri Town
FIR002437,Vandalism,Mysuru,Devaraja,2022-06-06,17:23:08,Open,CR00599,VI01284,Inspector Devaraja
FIR002438,Narcotics,Davanagere,Davanagere Town,2024-10-04,23:25:46,Closed,CR00922,VI03647,Inspector Davanagere Town
FIR002439,Fraud,Shivamogga,Shivamogga East,2022-10-17,03:23:22,Pending,CR01805,VI02839,Inspector Shivamogga East
FIR002440,Narcotics,Chamarajanagar,Chamarajanagar Town,2021-08-23,23:09:26,Escalated,CR00834,VI00611,Inspector Chamarajanagar Town
FIR002441,Traffic Violation,Koppal,Koppal Rural,2026-04-24,05:09:51,Closed,CR02140,VI00750,Inspector Koppal Rural
FIR002442,Burglary,Vijayapura,Vijayapura Rural,2026-06-06,06:48:14,Open,CR00107,VI04362,Inspector Vijayapura Rural
FIR002443,Vandalism,Bengaluru Rural,Bengaluru Rural East,2026-02-18,22:36:20,Open,CR02056,VI04439,Inspector Bengaluru Rural East
FIR002444,Assault,Chikkamagaluru,Chikkamagaluru Rural,2024-07-29,17:25:30,Under Investigation,CR02960,VI04776,Inspector Chikkamagaluru Rural
FIR002445,Narcotics,Chikkaballapur,Chikkaballapur Rural,2022-09-21,21:03:13,Pending,CR01917,VI04384,Inspector Chikkaballapur Rural
FIR002446,Theft,Belagavi,Market,2024-10-15,12:53:10,Open,CR01687,VI01455,Inspector Market
FIR002447,Traffic Violation,Tumakuru,Tumakuru Rural,2026-05-26,19:48:34,Escalated,CR02537,VI03202,Inspector Tumakuru Rural
FIR002448,Fraud,Dharwad,Dharwad Rural,2025-05-31,23:32:29,Escalated,CR02141,VI01753,Inspector Dharwad Rural
FIR002449,Assault,Vijayapura,Vijayapura Rural,2023-12-01,23:43:57,Open,CR02977,VI01296,Inspector Vijayapura Rural
FIR002450,Assault,Vijayapura,Vijayapura Rural,2025-04-16,09:07:30,Closed,CR02829,VI00077,Inspector Vijayapura Rural
FIR002451,Theft,Dakshina Kannada,Kankanady,2026-06-27,10:05:38,Under Investigation,CR02347,VI02240,Inspector Kankanady
FIR002452,Fraud,Chitradurga,Chitradurga Rural,2024-12-24,15:36:27,Escalated,CR01164,VI02488,Inspector Chitradurga Rural
FIR002453,Robbery,Kolar,Kolar Town,2025-09-07,06:10:59,Pending,CR02872,VI04963,Inspector Kolar Town
FIR002454,Vandalism,Haveri,Haveri East,2022-08-07,22:59:16,Escalated,CR01568,VI02188,Inspector Haveri East
FIR002455,Assault,Uttara Kannada,Uttara Kannada Town,2021-09-17,11:16:07,Under Investigation,CR02274,VI03299,Inspector Uttara Kannada Town
FIR002456,Traffic Violation,Mandya,Mandya East,2024-03-21,01:31:02,Escalated,CR02774,VI00997,Inspector Mandya East
FIR002457,Narcotics,Yadgir,Yadgir Town,2025-02-25,18:36:31,Closed,CR02722,VI01100,Inspector Yadgir Town
FIR002458,Robbery,Yadgir,Yadgir East,2025-12-18,03:09:39,Closed,CR01308,VI04329,Inspector Yadgir East
FIR002459,Burglary,Ramanagara,Ramanagara East,2023-06-25,06:59:58,Escalated,CR00502,VI03354,Inspector Ramanagara East
FIR002460,Narcotics,Vijayapura,Vijayapura Town,2025-04-14,23:23:41,Pending,CR00481,VI02514,Inspector Vijayapura Town
FIR002461,Assault,Haveri,Haveri Rural,2025-09-13,03:06:23,Closed,CR01709,VI00087,Inspector Haveri Rural
FIR002462,Burglary,Bagalkot,Bagalkot Town,2024-03-09,02:37:16,Escalated,CR02688,VI00431,Inspector Bagalkot Town
FIR002463,Traffic Violation,Kalaburagi,Kalaburagi Rural,2024-06-02,15:03:25,Escalated,CR00788,VI03283,Inspector Kalaburagi Rural
FIR002464,Cyber Crime,Chikkaballapur,Chikkaballapur Rural,2024-04-14,17:09:07,Open,CR02711,VI02970,Inspector Chikkaballapur Rural
FIR002465,Fraud,Kolar,Kolar Rural,2026-06-23,17:58:05,Pending,CR01123,VI04140,Inspector Kolar Rural
FIR002466,Theft,Ballari,Ballari East,2025-10-03,03:35:39,Open,CR01117,VI00030,Inspector Ballari East
FIR002467,Assault,Mysuru,Lashkar,2025-07-05,04:45:20,Escalated,CR02485,VI00555,Inspector Lashkar
FIR002468,Theft,Belagavi,Camp,2022-03-29,07:37:05,Under Investigation,CR00824,VI03287,Inspector Camp
FIR002469,Robbery,Chikkaballapur,Chikkaballapur Rural,2024-08-24,16:48:11,Under Investigation,CR00993,VI04517,Inspector Chikkaballapur Rural
FIR002470,Robbery,Yadgir,Yadgir East,2024-12-11,18:41:59,Closed,CR01466,VI02336,Inspector Yadgir East
FIR002471,Assault,Vijayanagara,Vijayanagara East,2022-10-17,12:42:50,Pending,CR02238,VI03380,Inspector Vijayanagara East
FIR002472,Robbery,Dakshina Kannada,Pandeshwar,2023-01-21,19:46:10,Closed,CR01822,VI01644,Inspector Pandeshwar
FIR002473,Vandalism,Tumakuru,Tumakuru Town,2021-08-16,04:51:55,Open,CR02696,VI00187,Inspector Tumakuru Town
FIR002474,Vandalism,Davanagere,Davanagere East,2024-09-13,10:12:54,Escalated,CR01926,VI02125,Inspector Davanagere East
FIR002475,Domestic Violence,Dharwad,Dharwad East,2026-02-24,23:11:45,Pending,CR02339,VI01534,Inspector Dharwad East
FIR002476,Assault,Chitradurga,Chitradurga Rural,2023-08-21,06:54:28,Closed,CR02859,VI03723,Inspector Chitradurga Rural
FIR002477,Narcotics,Koppal,Koppal Rural,2023-05-31,09:40:30,Pending,CR01460,VI01252,Inspector Koppal Rural
FIR002478,Domestic Violence,Ramanagara,Ramanagara Rural,2022-01-04,11:04:15,Open,CR01239,VI00647,Inspector Ramanagara Rural
FIR002479,Vandalism,Chikkamagaluru,Chikkamagaluru Town,2022-01-28,18:49:52,Closed,CR01818,VI01025,Inspector Chikkamagaluru Town
FIR002480,Assault,Mandya,Mandya Town,2022-10-08,22:07:54,Open,CR01433,VI02205,Inspector Mandya Town
FIR002481,Narcotics,Chamarajanagar,Chamarajanagar Town,2025-12-20,14:25:49,Escalated,CR02871,VI02264,Inspector Chamarajanagar Town
FIR002482,Traffic Violation,Udupi,Udupi Town,2024-05-28,03:45:09,Closed,CR00257,VI03859,Inspector Udupi Town
FIR002483,Traffic Violation,Belagavi,Market,2022-07-04,07:14:42,Under Investigation,CR02619,VI04807,Inspector Market
FIR002484,Vandalism,Udupi,Udupi East,2024-10-25,13:06:10,Escalated,CR01830,VI01485,Inspector Udupi East
FIR002485,Assault,Gadag,Gadag Town,2024-05-21,07:31:28,Pending,CR02018,VI03818,Inspector Gadag Town
FIR002486,Robbery,Vijayanagara,Vijayanagara East,2023-04-11,19:43:51,Pending,CR00406,VI01241,Inspector Vijayanagara East
FIR002487,Domestic Violence,Gadag,Gadag Rural,2024-11-05,15:56:45,Closed,CR01204,VI01135,Inspector Gadag Rural
FIR002488,Assault,Uttara Kannada,Uttara Kannada Town,2026-03-13,19:35:00,Closed,CR01000,VI04061,Inspector Uttara Kannada Town
FIR002489,Assault,Vijayapura,Vijayapura Town,2023-06-05,22:29:46,Under Investigation,CR02241,VI04632,Inspector Vijayapura Town
FIR002490,Fraud,Dharwad,Dharwad East,2025-05-12,19:48:03,Open,CR02249,VI03851,Inspector Dharwad East
FIR002491,Assault,Ramanagara,Ramanagara East,2021-07-14,21:59:22,Escalated,CR02879,VI04841,Inspector Ramanagara East
FIR002492,Theft,Davanagere,Davanagere Rural,2026-03-07,21:57:23,Open,CR02887,VI02570,Inspector Davanagere Rural
FIR002493,Theft,Udupi,Udupi East,2022-06-12,01:48:43,Pending,CR02305,VI00521,Inspector Udupi East
FIR002494,Narcotics,Mysuru,Nazarbad,2023-08-22,13:43:52,Under Investigation,CR01128,VI03947,Inspector Nazarbad
FIR002495,Fraud,Kodagu,Kodagu East,2023-01-26,21:08:01,Closed,CR02460,VI04768,Inspector Kodagu East
FIR002496,Burglary,Gadag,Gadag Rural,2023-07-13,18:16:11,Pending,CR00669,VI03852,Inspector Gadag Rural
FIR002497,Fraud,Shivamogga,Shivamogga East,2024-06-26,03:14:46,Escalated,CR00206,VI03621,Inspector Shivamogga East
FIR002498,Assault,Kalaburagi,Kalaburagi East,2024-03-15,07:33:53,Escalated,CR00367,VI00855,Inspector Kalaburagi East
FIR002499,Assault,Bengaluru Urban,Jayanagar,2025-10-16,20:28:27,Escalated,CR00195,VI01735,Inspector Jayanagar
FIR002500,Narcotics,Kalaburagi,Kalaburagi Rural,2025-09-03,10:28:36,Closed,CR01658,VI00855,Inspector Kalaburagi Rural
FIR002501,Assault,Chamarajanagar,Chamarajanagar Rural,2024-04-20,01:15:31,Pending,CR01628,VI00489,Inspector Chamarajanagar Rural
FIR002502,Vandalism,Kalaburagi,Kalaburagi Rural,2022-06-28,10:28:44,Closed,CR00187,VI02213,Inspector Kalaburagi Rural
FIR002503,Domestic Violence,Dharwad,Dharwad Rural,2023-07-23,19:28:55,Escalated,CR02714,VI03308,Inspector Dharwad Rural
FIR002504,Theft,Chikkamagaluru,Chikkamagaluru Town,2026-04-11,19:31:23,Under Investigation,CR01803,VI03317,Inspector Chikkamagaluru Town
FIR002505,Vandalism,Haveri,Haveri Town,2023-10-28,23:56:23,Escalated,CR00303,VI02216,Inspector Haveri Town
FIR002506,Narcotics,Mysuru,Nazarbad,2023-09-18,03:14:03,Escalated,CR00746,VI03053,Inspector Nazarbad
FIR002507,Theft,Ballari,Ballari Rural,2023-04-10,16:20:13,Closed,CR02500,VI02608,Inspector Ballari Rural
FIR002508,Theft,Ramanagara,Ramanagara Town,2023-11-07,13:21:01,Escalated,CR01248,VI02876,Inspector Ramanagara Town
FIR002509,Traffic Violation,Haveri,Haveri Town,2021-12-05,01:20:44,Open,CR02149,VI01035,Inspector Haveri Town
FIR002510,Theft,Shivamogga,Shivamogga East,2021-10-24,23:11:02,Pending,CR00755,VI02896,Inspector Shivamogga East
FIR002511,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2026-07-09,09:10:44,Pending,CR01970,VI01844,Inspector Bengaluru Rural Town
FIR002512,Assault,Raichur,Raichur East,2026-02-17,15:15:19,Escalated,CR01028,VI03785,Inspector Raichur East
FIR002513,Robbery,Koppal,Koppal Town,2026-02-01,15:11:54,Under Investigation,CR00708,VI02471,Inspector Koppal Town
FIR002514,Assault,Chikkamagaluru,Chikkamagaluru Rural,2023-02-25,09:24:56,Pending,CR01502,VI03323,Inspector Chikkamagaluru Rural
FIR002515,Traffic Violation,Koppal,Koppal Town,2025-07-14,05:36:29,Under Investigation,CR01641,VI00651,Inspector Koppal Town
FIR002516,Domestic Violence,Haveri,Haveri Town,2024-11-03,16:50:27,Closed,CR02638,VI00167,Inspector Haveri Town
FIR002517,Robbery,Mandya,Mandya Town,2021-09-04,11:26:28,Open,CR01871,VI02239,Inspector Mandya Town
FIR002518,Vandalism,Vijayapura,Vijayapura East,2025-05-01,15:41:32,Open,CR00814,VI00381,Inspector Vijayapura East
FIR002519,Traffic Violation,Dakshina Kannada,Barke,2024-05-24,07:49:57,Escalated,CR02458,VI01772,Inspector Barke
FIR002520,Theft,Chamarajanagar,Chamarajanagar East,2026-05-09,06:05:23,Pending,CR01491,VI03013,Inspector Chamarajanagar East
FIR002521,Theft,Kolar,Kolar East,2023-11-24,00:06:38,Escalated,CR01832,VI01208,Inspector Kolar East
FIR002522,Theft,Kodagu,Kodagu Town,2022-07-06,07:54:06,Pending,CR01958,VI04267,Inspector Kodagu Town
FIR002523,Assault,Mysuru,Vijayanagar,2025-05-03,02:02:06,Open,CR01640,VI02130,Inspector Vijayanagar
FIR002524,Assault,Gadag,Gadag Town,2026-06-04,04:06:44,Pending,CR02290,VI01691,Inspector Gadag Town
FIR002525,Vandalism,Mandya,Mandya East,2024-09-22,17:26:33,Open,CR00452,VI00321,Inspector Mandya East
FIR002526,Vandalism,Haveri,Haveri East,2021-09-05,20:59:51,Escalated,CR00865,VI03211,Inspector Haveri East
FIR002527,Theft,Ramanagara,Ramanagara Rural,2022-11-29,00:03:35,Escalated,CR00606,VI04931,Inspector Ramanagara Rural
FIR002528,Vandalism,Bagalkot,Bagalkot Town,2024-10-13,08:45:21,Under Investigation,CR01661,VI00709,Inspector Bagalkot Town
FIR002529,Fraud,Gadag,Gadag Town,2025-10-09,16:45:25,Escalated,CR02064,VI03892,Inspector Gadag Town
FIR002530,Vandalism,Tumakuru,Tumakuru Rural,2023-11-03,15:20:35,Closed,CR01906,VI01181,Inspector Tumakuru Rural
FIR002531,Robbery,Bagalkot,Bagalkot Town,2026-01-23,22:23:15,Escalated,CR00619,VI00052,Inspector Bagalkot Town
FIR002532,Assault,Belagavi,Tilakwadi,2023-02-17,18:16:34,Escalated,CR01700,VI03578,Inspector Tilakwadi
FIR002533,Domestic Violence,Dharwad,Dharwad Rural,2024-08-17,21:57:13,Pending,CR02141,VI03012,Inspector Dharwad Rural
FIR002534,Fraud,Vijayapura,Vijayapura Rural,2024-05-10,07:45:46,Escalated,CR01343,VI01729,Inspector Vijayapura Rural
FIR002535,Fraud,Chikkaballapur,Chikkaballapur Rural,2023-08-15,13:52:51,Pending,CR02751,VI03787,Inspector Chikkaballapur Rural
FIR002536,Assault,Bagalkot,Bagalkot Rural,2025-11-13,15:52:18,Under Investigation,CR00712,VI02090,Inspector Bagalkot Rural
FIR002537,Narcotics,Dakshina Kannada,Barke,2025-01-07,20:15:42,Escalated,CR00449,VI01258,Inspector Barke
FIR002538,Assault,Vijayapura,Vijayapura East,2025-11-25,20:32:26,Open,CR00479,VI03540,Inspector Vijayapura East
FIR002539,Narcotics,Vijayanagara,Vijayanagara Rural,2025-07-09,00:34:17,Pending,CR01908,VI02263,Inspector Vijayanagara Rural
FIR002540,Burglary,Bidar,Bidar Rural,2023-07-23,08:54:06,Open,CR00745,VI01704,Inspector Bidar Rural
FIR002541,Traffic Violation,Tumakuru,Tumakuru Rural,2022-03-21,10:28:09,Pending,CR02514,VI03709,Inspector Tumakuru Rural
FIR002542,Robbery,Dakshina Kannada,Pandeshwar,2021-11-13,17:13:15,Open,CR02844,VI01256,Inspector Pandeshwar
FIR002543,Narcotics,Kolar,Kolar East,2025-09-14,00:47:45,Open,CR00908,VI04164,Inspector Kolar East
FIR002544,Domestic Violence,Kodagu,Kodagu Rural,2025-06-24,08:12:49,Under Investigation,CR02041,VI03493,Inspector Kodagu Rural
FIR002545,Burglary,Chamarajanagar,Chamarajanagar Rural,2023-08-27,10:20:18,Closed,CR02475,VI02149,Inspector Chamarajanagar Rural
FIR002546,Narcotics,Kolar,Kolar Town,2024-05-20,02:45:48,Escalated,CR01316,VI02719,Inspector Kolar Town
FIR002547,Assault,Dharwad,Dharwad Rural,2022-07-02,02:42:02,Escalated,CR00784,VI02371,Inspector Dharwad Rural
FIR002548,Burglary,Kodagu,Kodagu Town,2022-07-09,10:28:33,Pending,CR00761,VI04499,Inspector Kodagu Town
FIR002549,Domestic Violence,Chitradurga,Chitradurga Rural,2025-06-21,15:11:53,Open,CR01032,VI00213,Inspector Chitradurga Rural
FIR002550,Assault,Hassan,Hassan East,2024-08-12,13:55:58,Escalated,CR02694,VI03238,Inspector Hassan East
FIR002551,Cyber Crime,Mandya,Mandya Town,2021-10-12,13:56:31,Escalated,CR02900,VI04153,Inspector Mandya Town
FIR002552,Fraud,Gadag,Gadag Rural,2023-10-17,17:12:54,Under Investigation,CR02180,VI01092,Inspector Gadag Rural
FIR002553,Domestic Violence,Mysuru,Nazarbad,2023-10-08,22:15:11,Pending,CR01471,VI01175,Inspector Nazarbad
FIR002554,Theft,Shivamogga,Shivamogga East,2025-03-24,16:32:18,Open,CR01116,VI01873,Inspector Shivamogga East
FIR002555,Burglary,Haveri,Haveri Rural,2023-09-10,00:56:46,Closed,CR01059,VI02524,Inspector Haveri Rural
FIR002556,Domestic Violence,Ballari,Ballari Town,2025-04-21,17:42:01,Closed,CR00060,VI02212,Inspector Ballari Town
FIR002557,Assault,Chitradurga,Chitradurga Town,2025-10-03,23:56:01,Under Investigation,CR02543,VI00365,Inspector Chitradurga Town
FIR002558,Fraud,Belagavi,Camp,2024-05-30,00:47:51,Closed,CR02789,VI01299,Inspector Camp
FIR002559,Narcotics,Haveri,Haveri East,2024-07-04,14:50:13,Closed,CR01056,VI02600,Inspector Haveri East
FIR002560,Traffic Violation,Haveri,Haveri Rural,2025-04-11,10:01:09,Closed,CR02555,VI01680,Inspector Haveri Rural
